title_product,description,images,Артикул Маркета,Тип,Марка мотоцикла,Тип автотехники,Код производителя,Все характеристики
Патрубок карбюратора на скутер Ямаха Джог 50 кубов (3kj) и китайский скутер Стелс (1e40qmb) Yamaha Jog / Stels 50cc,"Как работает:Впускной патрубок предназначен для равномерного распределения топливо-воздушной смеси при её поступлении в цилиндр скутера.Равномерное распределение необходимо для стабилизации производительности двигателя.Из за материала изготовления патрубки часто рассыхаются и появляются мелкие трещины и сколы, что негативно сказывается на работе двигателя.Впускной коллектор также служит местом крепления для карбюратора и других компонентов двигателя.Настоятельно рекомендуем уточнить тип крепления впускного патрубка на вашем двигателе.
На что подходит: для скутеров Yamaha Jog, Axis, Aprio, Grand Axis, BWS 100 с двигателями 3KJ, 3WF, 3VP, 4VP. Для двигателей с объёмом 50 см3, 90см3, 100 см3
Показать полностью
Общие характеристики
Артикул Маркета
4372003201
Бренд
S24
Тип
Топливный кран для мотоцикла
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12636049/2a0000018e4c407a25a211193e5ebcfd982c/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Карбюратор на скутер Сузуки Летс / Верде 50 кубов (Morini) Suzuki Lets / Verde 50cc,"Собственный сервис и ""руки в масле"".
Помимо интернет магазина у нас есть собственный сервис и магазин уже более 5 лет. Мы самостоятельно ставили, дорабатывали и отбирали товары.
Благодаря полученному опыту мы готовы представить Вам лучший сервис, качественную упаковку и подсказать в любой момент, как установить, как подобрать и какой вариант подойдет лучше.
Каждый день мы совершенствуем свои знания и навыки, в чем вы можете нам помочь.
Индивидуальный подход
Перед отправкой, вкладывая фирменный стикер-пак, запчасти (поршневые, головки, вариаторы, сцепления и т. д.) проходят проверку на брак. Прокладки, кольца, стопорные кольца и подобные элементы могут пострадать во время транспортировки. Мы стараемся минимизировать эти риски.
Мы предоставляем расширенную гарантию на продукцию. Не подходит элемент комплекта, ошиблись с выбором, решили взять другую запчасть? Мы всегда примем возврат и решим ""проблему"" в вашу пользу!
Показать полностью
Общие характеристики
Артикул Маркета
4371077998
Бренд
Komatsu
Тип
Карбюратор для скутера
Марка мотоцикла
Suzuki
Совместимые модели
Suzuki Lets / Verde
Тип автотехники
скутер
Длина
100 мм
Ширина
150 мм
Высота
100 мм
Вес
0.6 кг
Количество в комплекте
1 шт.
Подробная комплектация
Плотная упаковка, Запчасть на скутер
Дополнительная информация
Карбюратор на скутер Сузуки Летс / Верде 50 кубов (Morini) Suzuki Lets / Verde 50cc
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/12628328/2a0000018e4ca5086746f6fcf6227c8683cd/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Щека вариатора внешняя неподвижная на китайский скутер Stels Tactic / Vortex и Yamaha Axis / Стелс Тактик,"Как работает: В первую очередь стоит обратить внимание на рабочую часть поверхности неподвижной щеки вариатора. Именно она подвержена износу. Отчетливо будут видны канавки, в которых ремень перемещается. Это подтверждает, что щека вариатора изношена и ее следует заменить.
К чему приводит износ неподвижной щеки:
- Падает максимальная скорость;
- Пропадает тяга на подъемах или при езде вдвоем;
- Появляются рывки и провалы при разгоне;
- Быстро стирается ремень вариатора.
На что подходит: для скутеров Stels Tactic, Skif, Leader, Vortex, Arrow и другие скутеры с двигателями 1E40QMB, 1P40QMB.
Размеры: Внутренний диаметр щеки-16 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371078628
Бренд
S24
Тип
щека вариатора на скутер
Тип автотехники
скутер
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4012462/2a0000018e41a8cb0940abe881392ce07195/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Амортизатор задний 245 мм на скутер Ямаха Джог/ Априо/ Поше 50 кубов/ регулируемый / 3kj, 2JA, 3aa, 5bm / Yamaha Jog, Aprio 50cc, ( 235mm )","Стандартный амортизатор на японские и китайские скутера.
Неизменно пользуются популярностью из-за большей устойчивости скутера на дороге, чем у штатного 20-ти летнего амортизатора.
Реагируют на колебания дороги заметно быстрее, чем дешевые аналоги.
Не забывайте, что от качества работы амортизаторов будет зависеть, как скутер ведет себя на поворотах или на бугристых дорогах, а так же зависит и длина тормозного пути.
Один болт для нижнего уха идет в комплекте.
С завода установлена мягкая пружина, которая обеспечивает мягкую и плавную работу в городских условиях.
Так же внутри амортизатора находятся двойной цилиндр, заполненный маслом, по которому перемещается поршень. Сделано это для погашения эффекта «раскачивания» во время серьезных нагрузок.
Выдерживает 2-х пассажиров, не начиная работу в ""отбой"". Но данный вид эксплуатации сократит срок службы амортизатора.
Сайлентблок компенсируют вибрации двигателя.
Подходит на модели скутеров:
Yamaha: Aerox/Axis 90 3VR/BWS 4VP/Grand Axis 100/Jog 3KJ/Jog 5BM/Vino
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7;ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A с двигателем 50-80 cc 1e40 QMB (2Т Китайская Ямаха)
Показать полностью
Общие характеристики
Артикул Маркета
4371077411
Бренд
KOMATSU
Тип
Амортизатор для скутера
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4362548/2a00000193a05847e0a1805e567a386b87b2/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
"Вариатор передний на скутер Хонда Дио / Такт , Джорно , Аф-18/27/27 34 и китайский скутер 50 кубов , 139QMB , Honda Dio Tact Giorno","Описание товара
Стандартный вариатор на скутера Японского производства 50 - 80 кубов 2-х тактный Honda и скутер Китайского производства с двигателем 139qmb; Вайпер; Лифан. Долко для скутеров Хонда с толстым валом (14 мм)
С течением времени на вариаторе скутера появляется выработка и пропадает тяга, или начинают рваться ремни вариатора. Данная часть трансмиссии довольно часто подлежит замене и диагностике.
Вариатор изначально настроен оптимальным образом. Рабочие обороты двигателя скутера должны быть примерно постоянными при разгоне, и при максимальном открытии газа точно соответствовать оборотам максимальной мощности двигателя.
В заводских настройках вариатора зачастую используют грузики, которые чуть тяжелее заводского решения. Вы всегда можете приобрести дополнительные ролики другого веса для настройки динамики скутера, подходящей именно Вам.
При установке ремень должен не проскальзывать в шкивах и плотно прилегать к втулке на коленвале. Перед установкой проверьте, что ответная щека вариатора цела и на ней нет повреждений поверхности, ведь это может привести к частым заменам ремня вариатора, т.к. он будет просто ""спиливаться"" о царапины и трещины.
Комплектация вариатора:
- 6 роликов вариатора
- Внутренняя щека вариатора
- Паук (фиксатор роликов с обратной стороны щеки вариатора)
- 3 слайдера
- Втулка вариатора (палец)
Подходит на модели скутеров:
Японский скутер: Dio AF-18 / Tact AF-51 / Dio AF-25 / Tact AF-30 / Dio AF-27 / Tact AF-24 / Dio AF-28 ZX / Julio AF-52 / DJ1 RR / Giorno AF24 (Хонда Дио / Джорно / Такт АФ - 18 / 27 / 34 и др.) с 2-х тактным двигателем объемом 50-80 кубов (cc/сс) и толстым валом 14мм
Японский скутер: Dio AF- 34 / Dio AF-35 / Dio AF-35 ZX / Dio Cesta (Хонда Дио / ЗХ / Цеста - 34 / 35 / зикс и др.) с 2-х тактным двигателем GBL или GBLK объемом 50-80 кубов (cc/сс)
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA / Omaks / Motoland / Racer / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7;ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Размеры:
Диаметр внутреннего шкива - 86,5 мм
Длина втулки - 38 мм
Внешний диаметр втулки - 20 мм
Внутренний диаметр втулки - 14 мм
Внутренний диаметр вариатора - 20 мм
Внутренний диаметр паука - 14 мм
Размеры роликов вариатора - 16*13 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077298
Бренд
Komatsu
Тип
Вариатор для скутера
Марка мотоцикла
Honda
Совместимые модели
Хонда Дио / Такт
Тип автотехники
скутер
Длина
150 мм
Ширина
100 мм
Высота
100 мм
Диаметр
87 мм
Вес
0.5 кг
Количество в комплекте
1 шт.
Подробная комплектация
Вариатор передний на скутер Хонда Дио / Такт
Дополнительная информация
Вариатор передний на скутер Хонда Дио / Такт , Джорно , Аф-18/27/27 34 и китайский скутер 50 кубов , 139QMB , Honda Dio Tact Giorno
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/12519262/2a0000018e6b6b7d579f77c3940da673f305/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Блоки переключателей пульты (кнопок) на китайский скутер 50 кубов / 139QMB / диск / барабан / 50 / 80 cc,"Описание товара
Стандартные блоки управления на японские и китайские скутера. Поставляются с рычагом в комплекте. Данный комплект предназначен для скутеров с передним дисковым и задним барабанным тормозом. Металлический корпус!
Левый пульт:
- Переключение ближнего и дальнего света
- Переключение поворотников
- Сигнал
* Выведено 2 отдельных контакта под лягушку тормоза. Фишка на 8 контактов.
Правый пульт:
- Включение габаритного света / основного освещения
- Кнопка стартера. 7 контактов
* Фишка на 6 контактов.
Управление всеми элементами электроники скутера осуществляется с помощью заводских блоков переключения. А именно свет, сигнал, поворотники, запуск и остановка двигателя.
Контакты внутри могут со временем окисляться, что помешает корректной работе кнопок на блоках переключения.
В первую очередь при отказе какого либо элемента не спешите лезть в электрику! Проверьте контакты и подключение всех клавиш.
От взаимодействия с солнцем пластик становится ломким и желтеет, что так же может доставить дискомфорт.
На многих скутерах клавиши встроены не в блоки, а в пластик головы. Обратите на это внимание перед приобретением набора. А так же на крепеж тормозных рычагов.
Просты в замене. Можно установить новые не прибегая к помощи специалистов.
Подходит на модели скутеров:
Китайские скутеры с двигателем 4т серии GY6 с маркировкой 139QMB, 1P39QMB и 139QMA и объемом двигателя 80 - 100 кубов / Omaks (Омакс) / Motoland (Мотолэнд) / Racer (Рейсер) / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z50R (Ирбис) / Viper Grand PRIX Honling Joker QT-7;ЗиД Lifan (Лифан) LF50QT-8A / RACE WOLF RC 50QT-3B / NAVIGATOR E-MOTO XJ 50QT-5 / JIEDA JD 50QT-4A
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов / Omaks / Motoland / Racer / Irbis / Storm / Stels / Lifan Viper Wind Racer (Вайпер) / Meteor IRBIS Z150R (Ирбис) / Viper Grand PRIX / Honling Joker QT-7;ЗиД Lifan (Лифан) LF150Q / RACE WOLF RC 150 / NAVIGATOR E-MOTO XJ 150 / JIEDA JD 150
Квадроциклы: ATV с двигателем 157QMJ 150 - 200 кубов
Размеры:
Диаметр отверстия под зеркала - 8 мм
Диаметр отверстия под руль - 22 мм
Диаметр пульта - 78 мм
Щирина пульта - 45 мм
Длинна рычага - 146 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077764
Бренд
KOMATSU
Тип
Пульт управления для мотоцикла
Совместимые модели
139QMB
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4413406/2a0000018e66ae96cd00a55e656df839cfd2/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Карбюратор на скутер Хонда Такт / Джорно 50 кубов ( Af-16/24 ) Honda Tact / Girono 50cc,"Как работает: Надежный и экономичный карбюратор для квадроциклов, скутеров. Он был разработан для обеспечения оптимальной работы двигателя и экономии топлива. Данный карбюратор отличается высокой точностью дозирования топлива, что обеспечивает стабильную работу двигателя и снижает расход топлива. Кроме того, он имеет простую конструкцию и легко устанавливается на двигатель.
На что подходит: Карбюратор Хонда Такт 50 с двигателями AF05E и AF24E (обратите внимание - подходит не на все модели с двигателем AF05E - на некоторых, например Honda Pal, электроклапан расположен слева если смотреть со стороны воздушного фильтра, на данном карбюраторе клапан справа) на рамах AF09, AF16, AF24 и AF31
Размеры: диффузор d-14mm
Показать полностью
Общие характеристики
Артикул Маркета
4371078242
Бренд
Komatsu
Тип
Карбюратор для скутера
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5213758/2a00000194db09f4a9d7b95079dc159f114a/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Головка цилиндра на китайский скутер 157QMJ 150 кубов (В сборе) 150сс,"Описание товара
Стандартная головка цилиндро поршневой группы на китайские скутера 157QMJ с двигателем 150 - 180 кубов (Полный список моделей ниже).
С течением времени головки 4-тактных скутеров приходят в негодность. У них разбиваются посадочные места клапанов, появляется выработка в местах установки распредвала, появляется нестираемый нагар на рабочей поверхности и т. д.
Поставляется полным комплектом. А именно головка с клапанами увеличенного диаметра, распредвал, постель распредвала, крышка головки и болты для установки выпускного и впускного коллектора.
При выборе новой головке стоит в первую очередь учесть объем поршневой группы, т. к. голова осуществляет подачу воздушно-топливной смеси в правильных пропорциях для стабильной работы двигателя.
Так же не следует забывать про выставление зажигания, а именно момента открытия впускного и выпускного клапана.
При увеличении объема поршневой группы на 80-100 сс замена головки обязательна! При меньшем объеме камеры сгорания головка моментально выйдет из строя.
Не забывайте выставить положение коленвала и распредвала по меткам на магните генератора и на звезде распредвала. В ином случае уже при первом запуске загнет клапана.
Клапана установлены и засухарены с завода. Притерты. Никаких доработок при установке не требуется.
Подходит на модели скутеров:
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов / Motoland, BWS, RegulMoto, Meteor, Racer, Click, Corvus, Fantom, Fire, Force, Vento, Lifan, Stels, Nexus, Baltmotors, Omaks, Wels, Irbis, Fortune, Sonik, Keeway, Griphon, Storm, SYM (БВС, РегулМото, Метеор, Рейсер, Клик, Корвус, Фантом, Фаер, Форс, Венто, Лифан, Стелс, Нексус, БалтМоторс, Омакс, Велс, Ирбис, Фортун, Соник, Кивей, Гифон, Шторм, СИМ и другие)
Квадроциклы: ATV с двигателем 157QMJ 150 - 200 кубов
Размеры:
Расстояние между отверстиями на головке рядом с гильзой - 54 мм (не по диагонали)
Расстояние между отверстиями рядом с отверстием под цепь грм - 63 мм
Диаметр впускного отверстия - 23 мм
Расстояние между отверстиями для установки впуска - 45 мм
Диаметр отверстия под выпуск - 24 мм
Расстояние между отверстиями для установки выпуска - 50 мм
Резьба отверстия - М6
Показать полностью
Общие характеристики
Артикул Маркета
4371080278
Бренд
Komatsu
Тип
Головка цилиндра для скутера
Совместимые модели
скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/4387007/img_id4702589093786912310.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Коленвал на китайский скутер 50 кубов (139QMB) 80cc,"Стандартный коленвал на скутера китайского производства.
Если вы просто оставили стоковую поршневую 50сс, очевидно, что коленвал менять не нужно. Нагрузки на него не выросли. Он также никоим образом не влияет на работу новой поршневой, а ваша задача, в данной ситуации, заключается лишь в правильной настройке карбюратора.
Для продления сроков эксплуатации механизма коленвала необходимо вовремя доливать масло в картер скутера, а так же своевременно производить его замену. Если не менять долго масло в картере скутера - это приведет к его загрязнению пылью и частичками мусора от выработки деталей.
Коленвал выполнен из высокопрочной стали, поэтому его замена происходит крайне редко, однако детали системы (сальники и подшипники) со временем истираются и требуют замены.
Подходит на скутера:
Китайские скутеры: с двигателем 50-100 cc 139 QMB
Показать полностью
Общие характеристики
Артикул Маркета
4371077514
Бренд
Komatsu
Тип
коленвал на скутер
Тип автотехники
скутер
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5228682/2a0000018e4c3be3332cbb40659ed5558772/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Набор сальников на китайский скутер 125/150 кубов (157QMJ / 152QMI) 150cc,"Как работает: В конструкции скутера достаточно много сальников разного размера. Задача у всех фактически одна - сохранять герметичность элемента, на который они установлены. Сальник попросту предотвращает вытекание масла из какого-либо механизма скутера, препятствует попаданию пыли, грязи и воды в механизм. По виду - это обычное кольцо изготовленное из бензостойкой резины. Внутри сальника обычто располагается стальной каркас, определяющий жесткость, устойчивость и долговечность службы этого элемента. С течением времени сальники теряют свою плотность под нагрузками и начинают пропускать масло, а так же подхватывать воздух, что межает привести к нестабильной работе двигателя из зане правильных пропорций в воздушно-топливной смеси. Старайтесь сразу заменять сальники увидев подтеки, что бы не усугубить ситуацию.
На что подходит: Китайские скутеры с двигателем 125-180 cc 157 QMJ
Размеры: 19.8*30*5
19.8*30*5
20*32*6
27*42*7
Показать полностью
Общие характеристики
Артикул Маркета
4371077757
Бренд
Komatsu
Тип
сальники на скутер
Марка мотоцикла
IRBIS
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/11477103/2a0000018e4c84fb1d41851d1a8f40adc1d4/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Генератор на китайский скутер 125 / 150 кубов / 152QMI / 157QMJ / 7+1 катушка,"Описание товара
Генератор скутера на китайские скутера с двигателем 157QMJ и 152QMI (Полный список моделей ниже).
Электропитание подается к потребителям во время вращения коленвала, а именно во время работы двигателя. При вращении маховика с магнитами вырабатывается электрический ток. Зарядная катушка находится внутри данного маховика. Внутри зарядной катушки постоянно изменяется магнитное поле, вследствие чего индуцируется напряжение. Генератор на современных скутерах вырабатывает только переменный ток. Некоторым приборам скутера нужен постоянный ток в качестве питания. В частности аккумулятор должен заряжаться только от постоянного тока. Для преобразования устанавливаются реле.
Поставляется вместе с датчиком системы зажигания. Как правило основными неисправностями ротора являются - окисление обмотки катушек, повреждение катушек в связи с не корректной установкой крыльчатки зажигания, выход из строя из за устаревшей проводки.
Многие скутеры могут завестись без аккумулятора, но без работающего генератора функционировать не способны.
Подходит на модели скутеров:
Китайские скутеры: скутера китайского и российского с двигателем 4т серии GY6 с маркировкой 157QMJ и объемом двигателя от 150 до 200 кубов / Motoland, BWS, RegulMoto, Meteor, Racer, Click, Corvus, Fantom, Fire, Force, Vento, Lifan, Stels, Nexus, Baltmotors, Omaks, Wels, Irbis, Fortune, Sonik, Keeway, Griphon, Storm, SYM (БВС, РегулМото, Метеор, Рейсер, Клик, Корвус, Фантом, Фаер, Форс, Венто, Лифан, Стелс, Нексус, БалтМоторс, Омакс, Велс, Ирбис, Фортун, Соник, Кивей, Гифон, Шторм, СИМ и другие)
Квадроциклы: ATV с двигателем 157QMJ 150 - 200 кубов
В данном генераторе 8 катушек из которых 2 - силовые.
Размеры:
Диаметр генератора - 86 мм
Расстояние между центрами отверстий для крепления - 41 мм
Внутренний диамтр отверстия генератора - 29 мм
Расстояние между центрами отверстий датчика холла - 34 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077300
Бренд
Komatsu
Тип
генератор
Марка мотоцикла
Honda
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/3721790/img_id807774198992316381.jpeg/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Поршневая (ЦПГ) на скутер Сузуки Адрес / Сепия 50 кубов / v50g / Suzuki Address / Sepia 50cc,"Как работает: цилиндро-поршневая группа является одной из ключевых частей двигателя скутера, отвечающей за генерацию силы, необходимой для передвижения. Время от времени возникает необходимость замены ЦПГ в результате износа или дефектов.Замена ЦПГ на скутере необходима в следующих случаях:
-Когда производительность двигателя снижается и проблема связана с износом ЦПГ.
-При обнаружении утечек масла или топлива, которые свидетельствуют о неисправности ЦПГ.
-Если ЦПГ повреждена в результате аварии или столкновения.
-При желании модернизировать скутер и улучшить его производительность.
Размеры поршня
D-41mm, H-42mm, d-10mm, h-14mm.
Подходит на скутер:
Suzuki Sepia
Suzuki Address V50
Показать полностью
Общие характеристики
Артикул Маркета
4371077852
Бренд
Komatsu
Тип
Цилиндро-поршневая группа для скутера
Марка мотоцикла
Suzuki
Тип автотехники
скутер
Количество в комплекте
1 шт.
Дополнительно
Материал
Металл
Перед покупкой уточняйте характеристики и комплектацию у продавца.",['https://avatars.mds.yandex.net/get-mpic/5229821/2a0000018e6b9176bb454c558de15beb5873/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Набор прокладок на скутер Ямаха Джог 50 кубов (3kj) и китайский скутер Стелс (1e40qmb) Yamaha Jog / Aprio / Stels 50cc,"Собственный сервис и ""руки в масле"".
Помимо интернет магазина у нас есть собственный сервис и магазин уже более 5 лет. Мы самостоятельно ставили, дорабатывали и отбирали товары.
Благодаря полученному опыту мы готовы представить Вам лучший сервис, качественную упаковку и подсказать в любой момент, как установить, как подобрать и какой вариант подойдет лучше.
Каждый день мы совершенствуем свои знания и навыки, в чем вы можете нам помочь.
Индивидуальный подход
Перед отправкой, вкладывая фирменный стикер-пак, запчасти (поршневые, головки, вариаторы, сцепления и т. д.) проходят проверку на брак. Прокладки, кольца, стопорные кольца и подобные элементы могут пострадать во время транспортировки. Мы стараемся минимизировать эти риски.
Мы предоставляем расширенную гарантию на продукцию. Не подходит элемент комплекта, ошиблись с выбором, решили взять другую запчасть? Мы всегда примем возврат и решим ""проблему"" в вашу пользу!
Показать полностью
Общие характеристики
Артикул Маркета
4371078480
Бренд
Komatsu
Тип
Набор прокладок двигателя для мотоцикла
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5313421/2a00000194e0ffeb50be9f691350b7460ce5/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Ремень вариатора 743 x 20 на китайский скутер 125 кубов (152QMI) (KOMATSU),"Как работает:Ремень – очень важный элемент в трансмиссии скутера. При его помощи осуществляется передача крутящего момента с коленвала на механизм редуктора. Ремень соединяет ведущий и ведомый шкивы вариатора.При общем тюнинге скутера, тюнинг ремня не обязателен, если он соответствует по номиналу тем частям трансмиссии, которые были заменены. Его можно отнести к расходным материалам, ведь при износе по ширине более чем на 1мм, кардинально меняются настройки трансмиссии и ремень подлежит замене.Эти ремни отличаются высокой надежностью. К тому же срок их службы довольно велик.
На что подходит:Подходит для таких моделей как:Irbis NirvanaИрбис BWS 150ATV Irbis 150 UКвадроцикл Ирбис 150 U LUXСнегоход Dingo T150 и другая мототехника со схожими параметрами
Размеры:В диаметре по наружней поверхности 743мм
Ширина 20 мм
Профиль 30мм
Показать полностью
Общие характеристики
Артикул Маркета
4371080455
Бренд
Komatsu
Тип
Ремень вариатора для скутера
Тип автотехники
скутер
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/11661295/2a0000018e574e44fb14fd7e808314c9d1ca/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Головка цилиндра на скутер Ямаха Джог / Априо 70 кубов (3kj/5bm/Minarelli) Yamaha Jog / Aprio 72 cc,"Описание товара
Стандартная головка цилиндро поршневой группы на японские скутера Yamaha Jog 3KJ / 5BM / 4VP (Полный список моделей ниже) .
Головка цилиндропоршневой группы является одним из важнейших элементов двигателя на 2-х тактных скутерах. От нее зависит объем камеры сгорания, в которую поступает горючая смесь.
Головки меняются как правило из за старения либо же при увеличении объема поршневой группы. Ребра на головке предназначены для отвода тепла, которое выделяется во время работы скутера.
При установке головки, которая не соответствует наминальному объему поршневой группы (например установка с 50сс с диаметром 40мм на поршневую 72сс с диаметром 47мм) достаточно быстро выйдет из строя поршневая группа, а возможно и коленвал. Ведь при поступлении топлива из за маленькой камеры сгорания создается слишком большое давление, а соответственно нагрузка на поршень и шатун.
Прокладки для установки не поставляются в наборе.
Важно! При установке новой головки обязательно меняйте прокладку. В случае отсутствия новой прокладки на месте соединения фактически сразу начнет выдавливать горючую смесь.
Подходит на модели скутеров:
Японский скутер с двигателем Minarelli 50-80 кубов 5BM или 3KJ / 3AA Yamaha Jog Aprio / Jog Artistic / Jog Artistic Sport Ed. / Jog Next Zone / Jog Poche / Jog Super ZR / Yamaha Aerox / BWS 50 / BWS 50 NG / BWS 50 Spy / Jog R воздуш./ Jog RR жидк. / Neos 50 2T / Slider (Японский скутер с двигателем 3КЖ / 5БМ / 3АА Ямаха Джог Априо / Артистик / Некст Зон / Поше / Аерокс)
Размеры:
Расстояние между отверстиями крепления (не по диагонали) - 57 мм
Для цилиндра диаметром - 47 мм
Диаметр под свечу - 14 мм
Показать полностью
Общие характеристики
Артикул Маркета
4371080275
Бренд
Komatsu
Тип
Головка цилиндра для скутера
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/5359986/2a0000018e6692fc95b66c637b16a9745911/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
Патрубок карбюратора на скутер Ямаха Джог 5bm / Априо 50 кубов (Ямаха Джог/Аксис)Yamaha Jog / Axis / Aprio 5BM 50cc,"Как работает:Впускной патрубок предназначен для равномерного распределения топливо-воздушной смеси при её поступлении в цилиндр скутера.Равномерное распределение необходимо для стабилизации производительности двигателя.Из за материала изготовления патрубки часто рассыхаются и появляются мелкие трещины и сколы, что негативно сказывается на работе двигателя.Впускной коллектор также служит местом крепления для карбюратора и других компонентов двигателя.Настоятельно рекомендуем уточнить тип крепления впускного патрубка на вашем двигателе.
На что подходит:Jog AprioJog ArtisticJog Artistic Sport Ed.Jog Next ZoneJog PocheJog R воздуш.Jog Super ZR
Диаметр впускного отверстия 26мм
Показать полностью
Общие характеристики
Артикул Маркета
4371077753
Бренд
Komatsu
Тип
патрубок карбюратора на скутер
Марка мотоцикла
Yamaha
Все характеристики",['https://avatars.mds.yandex.net/get-mpic/12225808/2a0000018e4c898fff3d128d26af45391fc0/orig'],4372003200,цилиндр,Suzuki,скутер,SCOT1267573841,
